text,label,language
பா ரஞ்சித் வெற்றிமாறன் அமீர் என்று அவர்கள் தரப்பு படங்களை பார்த்தாயிற்று அதற்கு தக்க பதில் கூறும் படமாக இது அமையும் போல,0,tamil
super agi ugididera,0,kannada
suragaattadaa kidu luck qatar biggest shopping mall watch my chanall,0,malayalam
அண்ணண் திருமா நாடக காதல் மேட்டர்மோனி நடத்துறார புரோக்கரா இப்படி சிசிடிவி படம் மாதிரி எடுத்து இருக்கீங்க தோழர் criminals always criminals even he born and brought from slum dr ambethkar,2,tamil
thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd abarariyunilaa malayala cinemayude shaapam aann lalettan fans en,3,malayalam
அசுரன் போன்ற படங்கள் அந்த காலகட்டத்தில் அவர்களுக்கு நடந்த கொடுமைகளை எடுத்துரைக்கிறது நெல் ஒரு படி அதிகமாக கொடுத்ததர்க்கு அவர்களது கிராமத்தையே எரித்து சமூகம் தான் இது,0,tamil
punda mathi iruku evan la nadikalanu ipa yaru watha alutha,1,tamil
രായപ്പൻ ഫാൻസ് ഉണ്ടോ അഹങ്കാരം തലക്ക് പിടിച്ചവനല്ലേ ഇവൻ ചെമ്പോർകിനി,2,malayalam
you kena tunggu lebih lama lagi untuk tahu saya masss chiyaan,5,tamil
verithanam trailer nampa education mattum nampa keta irunthu yarum vanga mudiyadhu true words,0,tamil
sanda poddu saavanum saavalam saavalam jamaththa,1,tamil
trailer mokkaya irukku but bgm sema u1 anna,4,tamil
petta paraak marana mass thalaivaaa,0,tamil
503k for madura raja teaser,5,malayalam
சேதுபதி இந்த படத்திலயும் பையன சுட்டுடாரூ போல,0,tamil
gopi anna polichu bgm big b ku shesham veendum kidu,0,malayalam
இப்படி ஒரு கருமத்த படம் நு எதுக்கு எடுகனும் கருணாஸ் உன் பையன் கிட்ட காத்துக்கோ நல்ல படம் எப்படி இருக்காணும் நு,2,tamil
kakka is ossm lol,0,kannada
rakshit shetty future superstar annoru like madi,0,kannada
my fevret hero akshay kumar supar dupar hogi movie 2 o,0,tamil
telugu trailer release cheyandi director garu జ రజ న క త,5,tamil
மூப்பனார் இனத்தின் சார்பாகவும் தமிழ் மற்றும் கன்னட திரைத்துரை உதவி இயக்குனர் என்ற முறையிலும் இப்படம் நிச்சயம் வெற்றி அடையும் அதீத எதிர்ப்பார்ப்புடன்,0,tamil
ആ psycho ചിരിക്ക് കൊടുക്ക് ഒരു,0,malayalam
as your wish our date 31 jan 2020 your date 07 dec 2019,0,tamil
lalettan fans like adiiiii,0,malayalam
ne ala vijay muturatha kudikerked tha laki,2,tamil
engha appa miltary da goli vilaiyadava solli taruvan,4,tamil
guru pub g game,0,kannada
ha ha ha potta thanama padam edukathinga da,4,tamil
i m die hard fan from sri lanka,0,tamil
padam kandipa nalla irukkum pola 90 s kinds,0,tamil
ithupole oru trailer iniyundakumennu thonunnilla superb,0,malayalam
ee padam kanumennu urapullavar like button onnu nila paint adichekku,0,malayalam
machaane ith polikkum ittichante vaka oru sample vedikett maathram ini theater pooraparambaakkkaan ittichan oru varavukoodi varunnundenn paranjekkk ittimani,0,malayalam
telugu hip hop lovers like plz,0,tamil
eth polikkum ikka pakka mass,0,malayalam
அனைத்து சமுதாய மக்களும் ஆதரிக்கும் இப்படத்தை குறிப்பிட்ட சிலர் மட்டும் எதிர்க்க காரணம் என்ன அவர்களே கருப்பு ஆடுகள் அவர்களின் முகத்திரையை கிழிக்க அவர்களின் மீது காவல்துறை நடவடிக்கை எடுக்கவேண்டும் படம் மாபெரும் வெற்றிபெற வன்னியனாய் வாழ்த்துக்கள்,0,tamil
great trailer i am srilankan tamil eniki malayalam manasilaytu kumbalangi nights fame anne bae hit like anyone srilankans,5,malayalam
ഷമ്മി hero ആടാ hero ഷമ്മി പൊളിച്ചു മോനെ ഷമ്മി ഫാൻസ് ഉണ്ടോ ഇവിടെ,0,malayalam
kaun kaun coments padhne aaya hai thoko like,5,tamil
5 millionilekk kuthikkunna makankam trailerinu ellavidha bhavukangalum nerunnu,0,malayalam
ಲೈಕ್ ಮಾಡಿ ಇಲ್ಲ ಅಂದ್ರೆ ನಿಮ್ಮನೆ ದೇವ್ರು ಶ್ರೀ ಮನ್ನಾರಾಯಣ ನ ಮೇಲಾಣೆ nnhands up,3,kannada
seekiram padam release pannunga bro by santa fan,0,tamil
450 k likes for kaappaan teaser,0,tamil
thevadiya luku porantha pundachi magan tha dislike kudikuran dislike ku porantha paiyagula,1,tamil
ഇതിന്റെ action choreographer ആരാ എന്ന് അറിയാമോ guys,0,malayalam
suriya kerala fans like adiche,0,tamil
wow kathirippinte sugam arinjathu ippolanu ikka thandaaa rajaa powliyanu mass allaaa kola mass aaanu,0,malayalam
raju ettan villan aano ennu samshayikunnavar aarokke,0,malayalam
தீரன் சின்னமலை கவுண்டர் பேரவை சார்பாக படம் மாபெரும் சாதனை வெற்றி பெற வாழ்த்துக்கள்,0,tamil
thenaveddu movie pola irukkum viru virupa super jivaa anna thalapathy fan வெற்றி பெற வாழ்த்துகள் அண்ணா,0,tamil
கடலூர் மாவட்டம் விருத்தாச்சலம் வட்டம் விஜயமாநகரம் உதயகுமார் k ஒன்றிய மாணவரணி தலைவர் மகள்களை பெற்ற அப்பாகளுக்கு தான் தெரியும் முத்தம் காமத்தை சேர்ந்தது அல்ல என்று அதுபோல மகள்களை பெற்ற அப்பாகளுக்கு தான் தெரியும் நாடக காதல் எவ்வளவு பெரிய மன வேதனை மற்றும் மன வலி என்று அனைத்து சமுதாயம் விரும்பும் படமாக திரௌபதி விளங்கும் நிச்சயம் பாராட்டுக்கள்,0,tamil
vandhutaan vandhutaan vandhutaan thalaivan suriya kula irrundha ngk vellila vandhutaan,0,tamil
60k views but 137k likes puriyalae,4,tamil
avinash bere language movies na beggers thara nodo kachda janagal irovargu kannada movies ge bele iralla bro,4,kannada
keka beka short film remake version this movie,3,tamil
naaanavum maanavum undoda ooolakale trailer verunathinte munb thane degrade cheyaaan,1,malayalam
മെഗാസ്റ്റാറിനു സ്റ്റേറ്റ് അവാർഡും നാഷണൽ അവാർഡും മേടിച്ചു കൊടുത്തത് സാധാരണ സിനിമകളിലെ സാധാരണക്കാരന്റെ റോളിനാണ് ഈ സിനിമ അടുത്ത ദേശീയ ചലച്ചിത്ര ഉത്സവത്തിൽ പരാമർശിക്കപെടാൻ പോവുകയെങ്കിൽ നിവിന് ഒരു പ്രതേക ജൂറി പുരസ്കാരമെങ്കിലും കൊടുക്കണം,0,malayalam
50m views varuma daily at least 100 time parunga 1laks thala 100 times patha 10m views varum,0,tamil
w t f k 75k lyks in 17 mins,0,tamil
anjali atulya orae mari irukanganu tonutu,0,tamil
mammokka age 68 no words,5,malayalam
മഞ്ജു ചേച്ചിക്ക് പൂന്തു വിളയാടാൻ പറ്റിയ സിനിമയാണെന്ന് തോനുന്നു,0,malayalam
unlike pannava ava amma ellam item tha thevadiyanga pasangala ungamma koothingala kilichiduvan by surya anna big rasigai enga sfc fans kita mothathingada 9 vijay fan thevadiya kandaraoli pasangala,3,tamil
anil kunjunga romba kadharranga idharku ore theervu arali vedhaya sappuradhu dhan,2,tamil
மனிதன் படத்திற்க்கு அப்புறம் உதயநிதிக்கு இது ஒரு நல்ல உரு மைல் கல்லாக இருக்கும் என்று எதிர்பார்க்கப் படுகிறது,0,tamil
akshy kumar hahaha app ko to avzanzar ma cam karna chaya,5,tamil
manju ival ithilum ondooo naasham apo ee padavum njjn kaanunnilaa,2,malayalam
issath alla mohanlal izzath vech ketti borakki,2,malayalam
entha natila ovarukum oru vithamana paithyam enaku surya mele paythyam,0,tamil
thala court scene marana mass dialogue delivery super duper hit,0,tamil
enna pa comment la jaathi pathiyeh pesureenga intha nelama maaratha,4,tamil
enne pole 50praavisham kandavurundagill adi like,0,malayalam
now rajni sir fans be like 2 18,0,tamil
lokesh kanagaraj screen play vera level bro,0,tamil
ittimaniyile laleattente look ishtamaayavar like adi,0,malayalam
காப்பன் music yuvan பிஜிஎம் கம்போசிங் இருந்த எப்பிடி இருக்கும் ஹாரிஸ் ஜெயராஜ் லோ வெரி பேட் மியூசிக்,2,tamil
indha padamae ivlo mass ah irukae apo thalabathy 64 evlo mass ah irukum,1,tamil
அவனுங்க எடுக்குர படத்தை நாமலும் பார்த்து பாரட்டுரோம் நம்ம படத்த அவனுங்க எதிர்கிராங்கனா அவனுங்க உன்மையன செயலை வெளிகொண்டுவந்ததனால ஒத்தா கொடையுது அவனுங்கலுக்கு,4,tamil
second kku second kku views athikamakuthu athanaala on 1treanding kku kondu vangga,0,tamil
itinum dislike adikkan aalundallo nallatine angeegarikkan padikk duranthangal,1,malayalam
telugu trailer yeppudu vastundhi anna rajini sir style super,5,tamil
viswasam 7hrs 1million likes still petta mukkifyng,2,tamil
വളിപ്പ് പടം,3,malayalam
கம்மெண்ட் செக்சன் இல் தன் ஜாதியை இவ்வளவு பெருமிதத்தோடு பதிவு செய்வதை பார்க்கும்போது வேதனையாக இருக்கிறது,3,tamil
தமிழகத்தையே புரட்டிப்போடும் ஒரு திரைப்படமாக அமையும் வெற்றிபெற வாழ்த்துக்கள் வாழ்த்துக்கள் அண்ணா,0,tamil
பொள்ளாச்சி உண்மை சம்பவத்தையும் யாராவது படமாக எடுக்க வேண்டும் நாடகக் காதலால் பெண்கள் பாதிக்கப்பட்ட அண்மை சம்பவம் அதுவே பெரிய அளவுக்கு விழிப்புணர்வை ஏற்படுத்தும்,0,tamil
ഗുഹൻസ് ഫാൻസ് ഡിസ് ലൈക്ക് പണിയും തുടങ്ങി,3,malayalam
selvaraghavan debut director மாதிரி fresh ah இருக்கு making செல்வா style kjm கூட தெரில,0,tamil
hey eppa po release avudhu ellarum marana ma wait panrom santa fans,0,tamil
bigil record ah parthu inga vandhavaga like ah podu,0,tamil
alitimate king da thala ajith,0,tamil
othaaa thalaivar ey kalaikiriya thaaa dai thalaivar ku against ah irunthavan la alinji pona varalaru neraya irku ni paaru,1,tamil
vere leval,0,malayalam
all best mammokka team mamangam mammokka fans like,5,malayalam
நெல்லை மாவட்டம் சங்கரன்கோவில் யாதவ சமுதாயம் சார்பாக முழு ஆதரவு,0,tamil
nijvaglu nivu tumbha great sir nimma antha ollevyakthi nodi devru idana antha prashne baruthe,0,kannada
படத்துல இந்த story screenplay dialog nnu எது எப்படி இருந்தாலும் பரவாயில்லை நம்ம உதய்யண்ணா நடிச்சு இருக்காப்பல அதனாலையே படம் மாஸ் கலெக்ஸன் எடுக்கும் இந்த தர்பார் பட்டாசு எல்லாம் ஓரம் போங்கடா,4,tamil
